RMS_ag_x,ag_x_mean,ag_x_min,ag_x_max,E_ag_x,accl_x,E_ag_z,th_x,SVM_a,FFT_ag_y,accl_y,E_ag_y,IQR_g_x,VAR_g_x,FFT_g_x,FFT_g_y,th_z,th_y,STD_g_x,MAD_g_x,ag_y_max,RMS_ag_y,ag_y_mean,RMS_ag_z,FFT_ag_x,ag_z_max,ag_z_mean,ag_z_min,ag_y_min,VAR_ag_x,accl_z,VAR_g_z,IQR_g_z,STD_g_y,STD_ag_x,E_g_z,CM_g,MAD_ag_x,RMS_g_z,g_x_max,IQR_ag_x,MAD_g_y,SMA_a,VAR_ag_y,RMS_g_x,VAR_g_y,g_z_mean,IQR_g_y,E_g_x,g_x_min,MAD_g_z,g_z_max,STD_g_z,STD_ag_y,CM_a,MAD_ag_y,g_x_mean,g_z_min,SVM_g,FFT_g_z,IQR_ag_y,g_y_max,SMA_g,FFT_ag_z,RMS_g_y,g_y_min,STD_ag_z,IQR_ag_z,MAD_ag_z,g_y_mean,E_g_y,VAR_ag_z,jerk_x,jerk_y,jerk_z
0.714,-0.714,-0.722,-0.708,5.104,-0.0,3.527,2.367,1.0,-0.033,0.0,1.36,0.054,0.002,-0.058,0.043,2.206,1.191,0.041,0.035,0.382,0.369,0.369,0.594,-0.004,-0.582,-0.594,-0.609,0.353,0.0,-0.0,0.0,0.01,0.024,0.004,0.003,0.017,0.003,0.016,0.052,0.005,0.02,1.677,0.0,0.048,0.001,-0.004,0.036,0.023,-0.086,0.012,0.026,0.016,0.008,0.538,0.006,-0.025,-0.031,0.054,0.02,0.009,0.022,0.074,-0.028,0.026,-0.05,0.01,0.016,0.008,-0.01,0.007,0.0,0.0,0.0,-0.0
0.71,-0.71,-0.719,-0.697,5.036,0.002,3.846,2.366,0.999,-0.031,0.0,1.096,0.333,0.03,-0.535,-0.119,2.221,1.216,0.173,0.168,0.378,0.331,0.327,0.62,0.001,-0.588,-0.619,-0.678,0.23,0.0,-0.0,0.002,0.071,0.024,0.008,0.054,0.088,0.007,0.073,0.458,0.014,0.02,1.656,0.002,0.264,0.001,-0.06,0.029,0.696,-0.003,0.038,-0.018,0.042,0.049,0.53,0.042,0.199,-0.133,0.234,-0.019,0.071,0.097,0.312,-0.017,0.058,0.019,0.032,0.054,0.029,0.053,0.033,0.001,0.0,0.0,-0.0
0.698,-0.698,-0.718,-0.652,4.876,0.002,4.668,2.358,0.994,-0.141,0.001,0.43,0.26,0.032,-0.682,-0.096,2.32,1.36,0.178,0.152,0.252,0.207,0.205,0.683,0.077,-0.644,-0.682,-0.725,0.162,0.001,0.0,0.001,0.054,0.057,0.024,0.018,0.047,0.018,0.042,0.204,0.015,0.051,1.586,0.001,0.181,0.003,-0.027,0.091,0.328,-0.323,0.03,0.029,0.033,0.029,0.46,0.025,-0.036,-0.069,0.17,0.065,0.045,0.157,0.245,-0.169,0.074,-0.011,0.031,0.058,0.029,0.047,0.055,0.001,-0.0,-0.0,-0.0
0.701,-0.7,-0.732,-0.669,4.911,0.0,4.582,2.346,0.996,0.02,0.001,0.439,0.009,0.0,-0.002,-0.251,2.32,1.356,0.013,0.009,0.22,0.21,0.209,0.677,0.107,-0.648,-0.677,-0.716,0.192,0.0,-0.0,0.0,0.03,0.073,0.019,0.016,0.041,0.015,0.04,-0.001,0.029,0.067,1.586,0.0,0.038,0.005,-0.033,0.125,0.014,-0.05,0.019,-0.001,0.022,0.009,0.466,0.007,-0.036,-0.072,0.09,-0.099,0.01,0.099,0.136,-0.115,0.073,-0.096,0.02,0.03,0.016,0.004,0.053,0.0,-0.0,0.0,0.0
0.7,-0.7,-0.716,-0.672,4.896,-0.0,4.64,2.352,0.998,0.045,0.0,0.415,0.062,0.002,-0.25,0.17,2.322,1.364,0.042,0.034,0.218,0.204,0.204,0.681,0.029,-0.66,-0.681,-0.706,0.189,0.0,-0.0,0.001,0.058,0.045,0.012,0.022,0.019,0.01,0.047,0.059,0.014,0.038,1.584,0.0,0.042,0.002,-0.035,0.063,0.018,-0.064,0.03,0.009,0.032,0.01,0.46,0.009,-0.007,-0.074,0.064,-0.071,0.016,0.059,0.109,-0.043,0.045,-0.084,0.014,0.021,0.012,-0.001,0.02,0.0,0.0,-0.0,-0.0
0.697,-0.697,-0.708,-0.682,4.853,-0.0,4.753,2.344,0.998,0.033,0.0,0.344,0.017,0.0,-0.074,0.159,2.335,1.386,0.016,0.013,0.21,0.186,0.185,0.689,-0.001,-0.681,-0.689,-0.697,0.16,0.0,-0.0,0.001,0.025,0.028,0.007,0.026,0.02,0.006,0.051,0.035,0.009,0.023,1.571,0.0,0.018,0.001,-0.045,0.035,0.003,-0.019,0.02,0.004,0.024,0.019,0.446,0.017,0.009,-0.08,0.062,0.122,0.036,0.076,0.09,0.012,0.037,-0.019,0.005,0.007,0.004,0.024,0.013,0.0,0.0,0.0,-0.0
0.73,-0.73,-0.773,-0.693,5.335,0.001,4.49,2.389,0.998,0.011,0.001,0.137,0.08,0.003,0.196,-0.098,2.31,1.453,0.053,0.046,0.169,0.117,0.113,0.67,0.014,-0.618,-0.67,-0.699,0.053,0.0,0.0,0.0,0.019,0.061,0.022,0.023,0.063,0.018,0.048,0.208,0.025,0.05,1.513,0.001,0.121,0.004,-0.044,0.052,0.147,0.045,0.016,-0.016,0.02,0.03,0.386,0.023,0.109,-0.086,0.13,-0.061,0.028,-0.018,0.251,0.002,0.115,-0.22,0.021,0.016,0.016,-0.098,0.133,0.0,-0.0,-0.0,0.0
0.804,-0.804,-0.816,-0.785,6.467,-0.0,3.447,2.515,0.996,0.063,0.001,0.008,0.036,0.001,0.033,0.011,2.197,1.554,0.034,0.027,0.043,0.028,0.024,0.587,0.035,-0.572,-0.587,-0.608,0.008,0.0,0.0,0.001,0.043,0.038,0.011,0.034,0.033,0.01,0.058,0.061,0.016,0.034,1.415,0.0,0.034,0.001,-0.052,0.058,0.012,-0.068,0.023,-0.015,0.026,0.014,0.2,0.013,-0.004,-0.089,0.088,0.039,0.027,0.02,0.128,-0.043,0.058,-0.094,0.013,0.022,0.012,-0.044,0.034,0.0,-0.0,-0.0,0.0
0.824,-0.824,-0.835,-0.817,6.788,0.001,3.167,2.54,0.998,-0.011,-0.0,0.001,0.045,0.002,-0.061,-0.04,2.172,1.562,0.046,0.036,0.019,0.012,0.006,0.563,-0.004,-0.543,-0.563,-0.574,-0.01,0.0,-0.0,0.0,0.011,0.027,0.006,0.01,0.024,0.004,0.031,0.1,0.004,0.021,1.397,0.0,0.046,0.001,-0.03,0.037,0.021,-0.083,0.008,-0.011,0.009,0.01,0.164,0.008,0.0,-0.045,0.048,-0.032,0.016,0.034,0.089,0.002,0.029,-0.066,0.009,0.006,0.007,-0.01,0.008,0.0,-0.0,0.0,0.0
0.823,-0.823,-0.831,-0.819,6.772,0.0,3.157,2.54,0.996,-0.033,0.0,0.003,0.014,0.0,-0.026,-0.04,2.173,1.555,0.013,0.01,0.027,0.018,0.014,0.562,-0.007,-0.544,-0.562,-0.572,-0.004,0.0,0.0,0.0,0.02,0.009,0.004,0.006,0.024,0.004,0.024,-0.032,0.007,0.007,1.4,0.0,0.056,0.0,-0.019,0.007,0.032,-0.079,0.013,-0.002,0.015,0.011,0.194,0.01,-0.055,-0.046,0.07,-0.022,0.018,0.048,0.104,0.01,0.031,0.016,0.008,0.01,0.006,0.03,0.01,0.0,0.0,0.0,-0.0
0.817,-0.817,-0.821,-0.813,6.668,0.001,3.26,2.53,0.997,0.001,0.001,0.006,0.044,0.003,-0.193,0.097,2.182,1.549,0.058,0.042,0.048,0.024,0.019,0.571,-0.007,-0.56,-0.571,-0.578,-0.01,0.0,0.0,0.0,0.014,0.035,0.002,0.008,0.027,0.002,0.028,0.092,0.004,0.024,1.409,0.0,0.061,0.001,-0.024,0.028,0.038,-0.138,0.011,-0.001,0.014,0.014,0.218,0.01,-0.021,-0.054,0.055,-0.006,0.008,0.091,0.107,0.021,0.04,-0.051,0.006,0.01,0.005,0.02,0.016,0.0,0.0,-0.0,-0.0
0.805,-0.805,-0.811,-0.8,6.479,0.001,3.494,2.508,0.998,-0.04,-0.0,0.013,0.023,0.001,-0.05,0.032,2.202,1.537,0.035,0.024,0.047,0.036,0.036,0.591,-0.014,-0.585,-0.591,-0.607,0.025,0.0,0.0,0.0,0.028,0.026,0.003,0.005,0.023,0.002,0.022,0.047,0.004,0.019,1.432,0.0,0.046,0.001,-0.012,0.021,0.021,-0.105,0.017,0.008,0.019,0.007,0.252,0.006,-0.029,-0.049,0.054,0.066,0.011,0.086,0.089,-0.013,0.039,-0.022,0.006,0.002,0.004,0.029,0.016,0.0,0.0,0.0,-0.0
0.809,-0.809,-0.821,-0.8,6.545,0.001,3.368,2.519,0.997,0.008,0.001,0.007,0.1,0.004,0.077,-0.126,2.192,1.544,0.066,0.055,0.039,0.027,0.026,0.58,0.019,-0.563,-0.58,-0.597,0.007,0.0,-0.0,0.0,0.02,0.051,0.007,0.007,0.024,0.006,0.027,0.115,0.009,0.039,1.415,0.0,0.067,0.003,-0.02,0.06,0.045,-0.112,0.014,-0.003,0.017,0.008,0.233,0.006,-0.01,-0.056,0.058,-0.045,0.007,0.069,0.114,-0.007,0.051,-0.105,0.009,0.011,0.007,0.008,0.026,0.0,-0.0,0.0,0.0
0.787,-0.787,-0.817,-0.753,6.197,0.001,3.702,2.478,0.998,-0.051,0.001,0.037,0.046,0.002,0.002,-0.03,2.231,1.509,0.049,0.034,0.089,0.061,0.055,0.608,-0.032,-0.566,-0.608,-0.645,0.009,0.0,0.0,0.001,0.029,0.049,0.019,0.014,0.046,0.016,0.038,-0.015,0.024,0.04,1.45,0.001,0.076,0.002,0.029,0.06,0.058,-0.191,0.02,0.073,0.024,0.025,0.31,0.021,-0.058,-0.005,0.096,-0.031,0.034,0.201,0.182,0.037,0.106,0.026,0.023,0.03,0.019,0.094,0.113,0.001,-0.0,-0.0,0.0
0.719,-0.719,-0.755,-0.675,5.173,-0.0,4.59,2.38,0.998,-0.065,0.0,0.197,0.069,0.002,0.157,-0.083,2.313,1.434,0.041,0.037,0.187,0.14,0.136,0.677,-0.03,-0.638,-0.677,-0.719,0.082,0.001,0.0,0.001,0.033,0.017,0.025,0.033,0.076,0.021,0.058,-0.049,0.037,0.013,1.532,0.001,0.107,0.0,0.049,0.011,0.115,-0.174,0.024,0.105,0.031,0.033,0.404,0.03,-0.099,-0.003,0.167,0.047,0.054,0.152,0.265,0.027,0.118,0.093,0.022,0.029,0.018,0.116,0.138,0.0,0.0,0.0,-0.0
0.669,-0.669,-0.681,-0.664,4.477,0.001,5.009,2.306,0.998,-0.034,-0.0,0.466,0.084,0.003,-0.336,0.016,2.358,1.352,0.052,0.046,0.234,0.216,0.216,0.708,-0.02,-0.699,-0.708,-0.715,0.192,0.0,0.001,0.001,0.032,0.018,0.005,0.06,0.029,0.004,0.078,0.085,0.005,0.013,1.592,0.0,0.063,0.0,0.07,0.014,0.04,-0.055,0.024,0.154,0.033,0.012,0.468,0.01,0.037,0.035,0.099,0.107,0.016,0.034,0.144,0.006,0.019,-0.035,0.005,0.007,0.004,-0.006,0.004,0.0,0.0,0.0,0.0
0.66,-0.66,-0.686,-0.61,4.357,0.002,4.844,2.303,0.996,-0.043,0.0,0.751,0.197,0.02,0.339,-0.126,2.338,1.301,0.14,0.122,0.33,0.274,0.272,0.696,0.074,-0.675,-0.696,-0.738,0.233,0.0,0.001,0.01,0.14,0.041,0.02,0.14,0.067,0.015,0.118,0.23,0.018,0.035,1.628,0.001,0.14,0.002,0.061,0.054,0.196,-0.236,0.085,0.204,0.101,0.031,0.493,0.026,0.002,-0.137,0.202,0.062,0.043,0.087,0.26,-0.073,0.051,-0.044,0.016,0.013,0.011,0.03,0.026,0.0,0.0,0.0,0.0
0.668,-0.667,-0.691,-0.613,4.456,-0.0,4.809,2.314,0.997,0.008,0.001,0.688,0.02,0.001,0.017,-0.209,2.33,1.306,0.032,0.024,0.277,0.262,0.262,0.694,0.134,-0.668,-0.693,-0.747,0.251,0.001,-0.0,0.0,0.035,0.062,0.024,0.023,0.028,0.019,0.048,0.027,0.02,0.056,1.622,0.0,0.044,0.004,-0.043,0.101,0.019,-0.091,0.019,-0.023,0.022,0.007,0.494,0.005,-0.03,-0.081,0.054,-0.026,0.007,0.034,0.132,-0.122,0.072,-0.14,0.024,0.02,0.018,-0.036,0.051,0.001,-0.0,-0.0,0.0
0.668,-0.668,-0.692,-0.659,4.461,0.0,4.812,2.299,0.998,-0.01,0.0,0.688,0.011,0.0,0.006,0.053,2.344,1.304,0.007,0.006,0.269,0.262,0.262,0.694,-0.039,-0.672,-0.694,-0.702,0.251,0.0,0.0,0.0,0.007,0.02,0.011,0.001,0.014,0.008,0.011,-0.002,0.007,0.018,1.624,0.0,0.014,0.0,-0.008,0.032,0.002,-0.021,0.005,0.005,0.007,0.005,0.496,0.004,-0.012,-0.018,0.038,0.031,0.004,0.07,0.057,0.036,0.04,0.011,0.009,0.005,0.007,0.035,0.016,0.0,-0.0,0.0,0.0
0.66,-0.66,-0.664,-0.657,4.352,0.0,4.907,2.292,0.998,0.001,0.0,0.707,0.003,0.0,0.003,0.008,2.349,1.301,0.003,0.002,0.267,0.266,0.266,0.701,-0.005,-0.697,-0.7,-0.703,0.263,0.0,0.0,0.0,0.006,0.004,0.002,0.002,0.016,0.002,0.015,-0.009,0.002,0.003,1.626,0.0,0.015,0.0,-0.015,0.002,0.002,-0.02,0.003,-0.01,0.004,0.001,0.497,0.001,-0.015,-0.019,0.028,0.009,0.002,0.029,0.047,0.002,0.018,0.013,0.002,0.003,0.002,0.017,0.003,0.0,-0.0,0.0,0.0
0.658,-0.658,-0.66,-0.655,4.33,0.0,4.925,2.291,0.998,-0.007,-0.0,0.705,0.003,0.0,-0.003,-0.0,2.351,1.301,0.002,0.002,0.268,0.266,0.266,0.702,-0.002,-0.699,-0.702,-0.706,0.262,0.0,0.0,0.0,0.003,0.003,0.001,0.003,0.015,0.001,0.017,-0.011,0.002,0.003,1.625,0.0,0.015,0.0,-0.017,0.004,0.002,-0.019,0.002,-0.013,0.002,0.002,0.497,0.002,-0.015,-0.019,0.026,-0.006,0.002,0.018,0.045,0.001,0.014,0.007,0.002,0.003,0.002,0.013,0.002,0.0,0.0,-0.0,-0.0
0.657,-0.657,-0.661,-0.655,4.318,0.0,4.924,2.289,0.998,0.003,0.0,0.719,0.001,0.0,-0.0,0.002,2.351,1.299,0.002,0.001,0.271,0.268,0.268,0.702,-0.004,-0.699,-0.702,-0.704,0.265,0.0,-0.0,0.0,0.003,0.002,0.002,0.003,0.016,0.001,0.016,-0.012,0.002,0.001,1.627,0.0,0.016,0.0,-0.016,0.001,0.002,-0.019,0.002,-0.012,0.002,0.002,0.498,0.001,-0.016,-0.019,0.028,-0.006,0.002,0.021,0.047,0.003,0.015,0.013,0.001,0.002,0.001,0.015,0.002,0.0,0.0,0.0,-0.0
0.655,-0.655,-0.656,-0.653,4.288,0.0,4.959,2.286,0.998,-0.004,-0.0,0.715,0.006,0.0,-0.001,-0.005,2.354,1.3,0.004,0.003,0.269,0.267,0.267,0.704,-0.001,-0.701,-0.704,-0.708,0.266,0.0,0.0,0.0,0.002,0.003,0.001,0.003,0.015,0.001,0.019,-0.006,0.002,0.003,1.626,0.0,0.012,0.0,-0.019,0.006,0.002,-0.017,0.001,-0.015,0.002,0.001,0.498,0.001,-0.012,-0.021,0.03,-0.0,0.001,0.023,0.049,-0.005,0.018,0.013,0.002,0.004,0.002,0.018,0.003,0.0,0.0,-0.0,-0.0
0.652,-0.652,-0.653,-0.65,4.246,-0.0,5.025,2.281,0.999,0.001,-0.0,0.7,0.002,0.0,0.006,0.01,2.36,1.303,0.002,0.001,0.266,0.265,0.264,0.709,-0.002,-0.707,-0.709,-0.71,0.263,0.0,-0.0,0.0,0.003,0.002,0.001,0.003,0.016,0.001,0.018,-0.01,0.003,0.002,1.625,0.0,0.014,0.0,-0.018,0.003,0.002,-0.018,0.002,-0.015,0.002,0.001,0.496,0.001,-0.014,-0.021,0.028,-0.003,0.001,0.019,0.048,-0.0,0.016,0.011,0.001,0.002,0.001,0.016,0.003,0.0,0.0,-0.0,0.0
0.65,-0.65,-0.652,-0.647,4.224,0.0,5.04,2.28,0.998,-0.004,-0.0,0.703,0.002,0.0,0.013,0.001,2.362,1.302,0.003,0.002,0.268,0.265,0.265,0.71,-0.002,-0.708,-0.71,-0.712,0.262,0.0,-0.0,0.0,0.002,0.003,0.002,0.003,0.016,0.001,0.018,-0.011,0.002,0.002,1.625,0.0,0.015,0.0,-0.017,0.004,0.002,-0.024,0.002,-0.011,0.003,0.002,0.497,0.001,-0.015,-0.023,0.028,-0.008,0.002,0.022,0.049,-0.003,0.017,0.013,0.001,0.002,0.001,0.016,0.003,0.0,-0.0,0.0,0.0
0.647,-0.647,-0.649,-0.645,4.189,-0.0,5.065,2.276,0.998,0.0,-0.0,0.704,0.001,0.0,0.007,0.003,2.365,1.301,0.002,0.001,0.267,0.265,0.265,0.712,-0.002,-0.71,-0.712,-0.714,0.263,0.0,0.0,0.0,0.002,0.003,0.001,0.003,0.016,0.001,0.018,-0.012,0.002,0.002,1.624,0.0,0.015,0.0,-0.018,0.003,0.002,-0.019,0.001,-0.016,0.002,0.001,0.496,0.001,-0.014,-0.022,0.028,0.005,0.001,0.021,0.047,-0.002,0.015,0.011,0.001,0.001,0.001,0.015,0.002,0.0,0.0,0.0,-0.0
0.648,-0.648,-0.649,-0.645,4.194,-0.0,5.062,2.277,0.998,-0.001,-0.0,0.701,0.003,0.0,-0.002,0.003,2.364,1.302,0.002,0.002,0.267,0.265,0.265,0.712,0.001,-0.71,-0.711,-0.714,0.263,0.0,0.0,0.0,0.001,0.002,0.001,0.003,0.014,0.001,0.017,-0.011,0.001,0.002,1.624,0.0,0.014,0.0,-0.017,0.003,0.002,-0.016,0.001,-0.013,0.002,0.001,0.496,0.001,-0.014,-0.02,0.026,0.003,0.002,0.016,0.043,0.0,0.013,0.01,0.001,0.001,0.001,0.013,0.002,0.0,-0.0,-0.0,0.0
0.647,-0.647,-0.649,-0.645,4.184,-0.0,5.079,2.276,0.998,0.007,0.0,0.698,0.001,0.0,0.005,0.005,2.366,1.303,0.001,0.001,0.266,0.264,0.264,0.713,-0.002,-0.71,-0.713,-0.715,0.262,0.0,-0.0,0.0,0.002,0.001,0.001,0.003,0.015,0.001,0.018,-0.01,0.002,0.001,1.624,0.0,0.013,0.0,-0.017,0.003,0.002,-0.015,0.001,-0.015,0.001,0.001,0.496,0.001,-0.013,-0.019,0.027,-0.001,0.002,0.016,0.045,0.001,0.014,0.012,0.002,0.003,0.001,0.014,0.002,0.0,-0.0,-0.0,-0.0
0.646,-0.646,-0.647,-0.642,4.169,0.0,5.101,2.274,0.998,-0.001,0.0,0.701,0.001,0.0,0.003,-0.001,2.367,1.302,0.001,0.001,0.266,0.265,0.265,0.714,-0.002,-0.712,-0.714,-0.717,0.261,0.0,0.0,0.0,0.002,0.002,0.001,0.003,0.015,0.001,0.017,-0.011,0.002,0.001,1.625,0.0,0.014,0.0,-0.017,0.001,0.002,-0.015,0.001,-0.014,0.002,0.002,0.496,0.001,-0.014,-0.019,0.026,-0.002,0.002,0.017,0.044,0.003,0.013,0.011,0.002,0.002,0.001,0.013,0.002,0.0,-0.0,-0.0,-0.0
0.645,-0.645,-0.647,-0.642,4.16,0.0,5.094,2.274,0.998,0.001,0.0,0.706,0.006,0.0,0.018,-0.016,2.368,1.302,0.007,0.005,0.271,0.266,0.266,0.714,0.002,-0.711,-0.714,-0.716,0.262,0.0,0.0,0.0,0.005,0.005,0.002,0.003,0.018,0.001,0.017,-0.011,0.003,0.004,1.624,0.0,0.019,0.0,-0.017,0.009,0.004,-0.035,0.003,-0.011,0.004,0.003,0.496,0.002,-0.018,-0.023,0.03,-0.004,0.005,0.022,0.051,0.002,0.017,0.009,0.002,0.002,0.001,0.017,0.003,0.0,0.0,-0.0,0.0
0.643,-0.643,-0.645,-0.64,4.131,0.0,5.125,2.27,0.998,-0.023,-0.0,0.71,0.005,0.0,0.015,0.01,2.37,1.3,0.003,0.003,0.273,0.267,0.266,0.716,-0.003,-0.714,-0.716,-0.719,0.26,0.0,0.0,0.0,0.01,0.006,0.001,0.006,0.017,0.001,0.024,-0.009,0.002,0.004,1.625,0.0,0.014,0.0,-0.022,0.007,0.002,-0.02,0.006,-0.013,0.007,0.004,0.497,0.003,-0.013,-0.034,0.03,-0.011,0.005,0.026,0.053,-0.007,0.018,0.008,0.002,0.003,0.001,0.017,0.003,0.0,-0.0,-0.0,-0.0
0.667,-0.666,-0.719,-0.638,4.442,0.0,4.856,2.292,1.0,-0.027,0.001,0.689,0.058,0.001,0.108,0.263,2.354,1.304,0.035,0.031,0.281,0.262,0.262,0.697,-0.005,-0.647,-0.696,-0.724,0.227,0.001,-0.0,0.006,0.129,0.046,0.026,0.169,0.075,0.022,0.13,-0.005,0.036,0.042,1.624,0.0,0.065,0.002,-0.107,0.072,0.042,-0.11,0.068,-0.029,0.074,0.014,0.496,0.009,-0.055,-0.221,0.143,-0.006,0.009,0.012,0.231,0.009,0.081,-0.128,0.026,0.035,0.022,-0.067,0.066,0.001,0.0,0.0,-0.0
0.706,-0.706,-0.731,-0.669,4.991,0.001,4.542,2.361,0.996,0.003,0.0,0.391,0.095,0.005,-0.446,-0.136,2.313,1.372,0.073,0.064,0.222,0.198,0.197,0.674,-0.018,-0.637,-0.673,-0.721,0.168,0.0,0.001,0.002,0.034,0.032,0.022,0.139,0.072,0.02,0.118,0.064,0.04,0.026,1.577,0.0,0.075,0.001,-0.108,0.036,0.056,-0.143,0.035,-0.062,0.046,0.015,0.454,0.012,-0.014,-0.221,0.156,-0.25,0.018,0.152,0.268,0.025,0.104,0.035,0.027,0.039,0.023,0.098,0.107,0.001,-0.0,-0.0,-0.0
0.681,-0.681,-0.701,-0.665,4.641,0.001,5.202,2.316,0.998,0.161,0.001,0.113,0.107,0.009,0.222,-0.083,2.38,1.474,0.095,0.076,0.157,0.106,0.103,0.721,0.068,-0.701,-0.721,-0.738,0.066,0.0,0.001,0.001,0.06,0.053,0.012,0.057,0.05,0.012,0.076,0.216,0.023,0.044,1.505,0.001,0.102,0.003,-0.066,0.074,0.103,-0.094,0.033,-0.006,0.038,0.027,0.362,0.023,0.035,-0.128,0.116,-0.109,0.037,0.089,0.189,-0.049,0.055,-0.066,0.011,0.015,0.009,0.014,0.03,0.0,-0.0,-0.0,-0.0
0.686,-0.686,-0.697,-0.675,4.706,-0.0,5.193,2.332,0.998,0.018,-0.0,0.053,0.032,0.001,0.137,-0.224,2.375,1.5,0.024,0.02,0.087,0.073,0.073,0.721,0.012,-0.708,-0.721,-0.73,0.065,0.0,0.0,0.0,0.018,0.037,0.007,0.017,0.033,0.006,0.041,0.033,0.011,0.032,1.479,0.0,0.025,0.001,-0.039,0.058,0.006,-0.043,0.011,-0.016,0.013,0.006,0.326,0.005,-0.009,-0.061,0.07,-0.029,0.008,0.071,0.096,0.004,0.041,-0.037,0.008,0.013,0.007,0.018,0.017,0.0,-0.0,-0.0,0.0
0.675,-0.675,-0.681,-0.671,4.556,0.0,5.329,2.312,0.996,-0.006,0.0,0.05,0.005,0.0,0.037,-0.005,2.395,1.498,0.008,0.006,0.076,0.071,0.07,0.73,-0.012,-0.724,-0.73,-0.734,0.062,0.0,0.0,0.0,0.012,0.009,0.004,0.002,0.014,0.003,0.016,0.004,0.008,0.008,1.475,0.0,0.015,0.0,-0.012,0.014,0.002,-0.024,0.009,0.009,0.011,0.005,0.329,0.004,-0.013,-0.031,0.031,-0.064,0.006,0.041,0.049,0.014,0.024,0.01,0.004,0.006,0.003,0.022,0.006,0.0,-0.0,-0.0,0.0
0.673,-0.673,-0.675,-0.67,4.524,-0.0,5.371,2.311,0.997,-0.001,-0.0,0.052,0.002,0.0,-0.003,-0.002,2.396,1.498,0.002,0.001,0.074,0.072,0.072,0.733,-0.0,-0.73,-0.733,-0.735,0.069,0.0,0.0,0.0,0.003,0.003,0.002,0.002,0.012,0.001,0.014,-0.009,0.003,0.003,1.478,0.0,0.012,0.0,-0.014,0.004,0.001,-0.014,0.002,-0.01,0.002,0.002,0.33,0.001,-0.012,-0.017,0.022,-0.008,0.003,0.015,0.038,-0.007,0.013,0.006,0.002,0.002,0.001,0.012,0.002,0.0,-0.0,0.0,-0.0
0.672,-0.672,-0.674,-0.67,4.517,-0.0,5.369,2.31,0.996,-0.001,0.0,0.052,0.003,0.0,-0.004,0.001,2.396,1.498,0.002,0.002,0.073,0.072,0.072,0.733,0.001,-0.731,-0.733,-0.734,0.071,0.0,-0.0,0.0,0.001,0.003,0.001,0.003,0.014,0.001,0.016,-0.009,0.002,0.002,1.477,0.0,0.014,0.0,-0.016,0.003,0.002,-0.017,0.001,-0.012,0.001,0.001,0.328,0.0,-0.013,-0.017,0.025,0.001,0.0,0.019,0.042,0.001,0.013,0.008,0.001,0.001,0.001,0.013,0.002,0.0,0.0,-0.0,0.0
0.673,-0.673,-0.675,-0.668,4.524,-0.0,5.36,2.312,0.996,0.002,0.0,0.051,0.004,0.0,-0.009,0.01,2.395,1.499,0.002,0.002,0.073,0.072,0.072,0.732,0.001,-0.73,-0.732,-0.735,0.07,0.0,0.0,0.0,0.003,0.002,0.002,0.003,0.012,0.001,0.016,-0.007,0.0,0.002,1.476,0.0,0.012,0.0,-0.016,0.003,0.001,-0.014,0.002,-0.013,0.002,0.001,0.327,0.001,-0.012,-0.019,0.023,0.008,0.001,0.014,0.038,-0.002,0.011,0.007,0.002,0.003,0.002,0.01,0.001,0.0,0.0,-0.0,0.0
0.673,-0.673,-0.674,-0.67,4.525,-0.0,5.36,2.312,0.997,0.002,0.0,0.051,0.001,0.0,-0.003,0.005,2.395,1.499,0.001,0.001,0.073,0.072,0.072,0.732,0.0,-0.729,-0.732,-0.736,0.07,0.0,-0.0,0.0,0.002,0.002,0.001,0.003,0.015,0.001,0.017,-0.011,0.001,0.001,1.476,0.0,0.013,0.0,-0.017,0.001,0.002,-0.016,0.001,-0.014,0.002,0.001,0.328,0.001,-0.013,-0.019,0.026,0.004,0.001,0.017,0.044,0.003,0.014,0.012,0.002,0.002,0.001,0.014,0.002,0.0,0.0,0.0,0.0
0.672,-0.672,-0.675,-0.669,4.52,0.0,5.366,2.312,0.997,-0.002,-0.0,0.05,0.003,0.0,0.007,-0.013,2.396,1.5,0.004,0.003,0.073,0.071,0.071,0.733,0.001,-0.73,-0.732,-0.735,0.069,0.0,-0.0,0.0,0.007,0.007,0.002,0.004,0.014,0.002,0.021,-0.002,0.002,0.005,1.476,0.0,0.012,0.0,-0.021,0.004,0.001,-0.015,0.004,-0.013,0.004,0.001,0.327,0.001,-0.011,-0.028,0.027,0.005,0.002,0.019,0.042,0.003,0.012,-0.007,0.002,0.003,0.002,0.009,0.001,0.0,0.0,-0.0,-0.0
0.681,-0.681,-0.686,-0.674,4.636,-0.0,5.262,2.324,0.997,0.023,-0.0,0.033,0.01,0.0,0.005,-0.009,2.385,1.514,0.006,0.006,0.067,0.057,0.057,0.725,0.017,-0.722,-0.725,-0.729,0.053,0.0,-0.0,0.0,0.022,0.014,0.003,0.006,0.011,0.002,0.025,-0.003,0.002,0.012,1.463,0.0,0.012,0.0,-0.022,0.024,0.001,-0.021,0.011,-0.003,0.012,0.004,0.302,0.003,-0.01,-0.04,0.032,-0.011,0.004,0.029,0.045,-0.01,0.016,-0.011,0.002,0.004,0.002,0.007,0.002,0.0,-0.0,-0.0,0.0
